O item não foi encontrado na área Programas de Computador...,https://agir.ufrn.br/vitrine/programas/202
Alfalibras,Descrição,"O Alfalibras é um software educativo que visa apoiar o processo da alfabetização bilíngue de crianças surdas, considerando a Língua Brasileira de Sinais como primeira língua dessas crianças e a Língua Portuguesa na modalidade escrita como segunda língua. Trazendo o contexto de um dia de aula na escola, o Alfalibras traz vocabulário de animais e alimentos a fim de estimular a aprendizagem de ambas as línguas.",Inventores,Amanda Maria Domingos de OliveiraDébora Karoline Silva de AzevedoFlávia Roldan VianaIsaack Saymon Alves Feitoza Silva,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2022 000339-2,País,Brasil,https://agir.ufrn.br/vitrine/programas/2060
Algoritmo de Identificação de VCAN,Descrição,"O AIV é um algoritmo de identificação automática do sistema meteorológico conhecido como Vórtice Ciclônico de Altos Níveis (VCAN). O programa localiza VCAN a partir de campos meteorológicos (vento zonal, meridional e vorticidade relativa) de qualquer fonte (ex.: ERA-40, ERA-Interim, ERA5, NCEP-R1, NCEP-R2, CFSR, JRA-25) e permite a criação de climatologias, previsões do sistema, entre outras aplicações",Inventores,Jean Souza dos ReisWeber Andrade GonçalvesDavid Mendes,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2020 000904-2,País,Brasil,https://agir.ufrn.br/vitrine/programas/1561
Algoritmo de quantificação da área interfacial específica,Descrição,"A invenção refere-se a um processo de criação de um algoritmo capaz de calcular a área interfacial específica, utilizando imagens registradas em um smartphone. Desta forma, para mensurar e auxiliar na investigação dos fenômenos de transferência de massa, uma nova abordagem baseada na colorimetria digital de imagens foi criada, podendo ser utilizada nas mais diversas aplicações laboratoriais e industriais.",Inventores,Luiz Eduardo Pereira SantiagoMaxwell Gomes da Silva,Cotitularidade,-,Status,Pedido de registro depositado junto ao INPI,Nº do Pedido:BR 51 2023 000973-3,País,Brasil,https://agir.ufrn.br/vitrine/programas/2257
Alimenta Brasil Leite,Descrição,"O sistema Alimenta Brasil Modalidade Leite consiste em um sistema de informação desenvolvido para controlar e acompanhar a operacionalização da política pública de aquisição de alimentos do Ministério da Cidadania na modalidade Leite. Permitindo o controle desde a aquisição do leite através dos agricultores familiares, passando pelo processamento do leite através dos laticínios e a distribuição através de pontos e entidades sociais espalhadas no território nacional.",Inventores,Adriano Henrique do Nascimento RangelHideljundes Macedo PaulinoJonas Jordão de MacêdoJackson Meires Dantas CanutoManoel Pereira Neto,Cotitularidade,Instituto de Assistência Técnica e Extensão Rural do Rio Grande do Norte - EMATER,Status,Pedido de registro depositado junto ao INPI,Nº do Pedido:BR 51 2023 000853-2,País,Brasil,https://agir.ufrn.br/vitrine/programas/2246
ALPI – Programa para cálculo de recalque elástico de estacas,Descrição,Em construção.,Inventores,Pedro Lima e SilvaYuri Daniel Jatobá Costa,Cotitularidade,-,Status,Registro concedido,Nº do Pedido:BR 51 2018 000897-6,País,Brasil,https://agir.ufrn.br/vitrine/programas/1088
AMAQ 3.0,Descrição,"O sistema permite o registro online dos resultados da Autoavaliação para Melhoria do Acesso e Qualidade da Atenção Básica; o monitoramento das autoavaliações que poderá ser acompanhado por relatórios com classificação das dimensões e subdimensões; e a construção obrigatória da Matriz de Intervenção, que deve ser feita a partir das necessidades identificadas. Isso significa que a gestão municipal tem acesso informatizado sobre quais equipes do seu município realizaram a autoavaliação, auxiliando a gestão na tomada de decisão para o desenvolvimento de ações para a melhoria do acesso e da qualidade da atenção básica.",Inventores,Jordana Crislayne de Lima PaivaJoão Paulo Queiroz dos SantosPhilippi Sedir Grilo de MoraisLuiz Guilherme Portela Oliveira de CerqueiraDiego Ferreira de LimaMilena Cristina Duarte de AlmeidaBeatriz Soares de SouzaRenata Pella TeixeiraAliadne Castorina Soares de SousaMaria de Fatima PereiraDenise Lins de SousaRenata Clarisse Carlos de AndradeKatia Motta Galvão GomesMayra Dantas de AzevedoPablo Holanda CardosoKarilany Dantas CoutinhoRicardo Alexsandro de Medeiros ValentimJanaína Luana Rodrigues da Silva,Cotitularidade,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN",Status,Pedido de Registro de software depositado,Nº do Pedido:BR 51 2021 000634-8,País,Brasil,https://agir.ufrn.br/vitrine/programas/1829
AMBIENTE DE APRENDIZAGEM DO SUS – AVASUS 1.0,Descrição,"O AVASUS (Ambiente Virtual de Aprendizagem do Sistema Único de Saúde) é um espaço virtual de aprendizagem desenvolvido para qualificar a formação, a gestão e a assistência no SUS.",Inventores,Ricardo Alexsandro de Medeiros ValentimJânio Gustavo BarbosaIone Rodrigues Diniz MoraisKarilany Dantas CoutinhoHelio Roberto HekisDanilo Alves Pinto NagemRobinson Luis de Souza AlvesJoão Paulo Queiroz dos SantosBruno Gomes de AraújoLawrence Cézar Medeiros Araújo de MouraKaline Sampaio de AraújoMaurício da Silva Oliveira JuniorCustodio Leopoldino de Brito Guerra NetoEsdras Caleb Oliveira SilvaEduardo Henrique Olimpio de GusmãoSaulo Rufino de SáAline de Pinho DiasMaria Carmem Freire Diógenes RêgoJosé Diniz JuniorLyane Ramalho CortezAntonio Higor Freire de MoraisArtur Nobre SilvaPaulo Victor de Azevedo GuerraMatheus André Coutinho FerreiraRodrigo Dantas da SilvaMarcel da Câmara Ribeiro DantasPablo Holanda CardosoDaniele Montenegro da Silva BarrosPhilippi Sedir Grilo De MoraisArthur Henrique Garcia RêgoSilas Fabiano Alves Bezerra,Cotitularidade,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte ( IFRN)",Status,Registro concedido,Nº do Pedido:BR 51 2016 001826 7,País,Brasil,https://agir.ufrn.br/vitrine/programas/866
Análise Situacional da Sífilis,Descrição,Questionário para Gestores e Coordenadores da Atenção Básica e da Vigilância Epidemiológica.,Inventores,Ricardo Alexsandro de Medeiros ValentimKarilany Dantas CoutinhoDaniele Montenegro da Silva BarrosJosé Arilton Pereira FilhoCefas Rodrigues FreireHugo Granjeiro Soares FontesJilcimar da Silva FernandesÂngelo Giuseppe Roncalli da Costa OliveiraCarlos Alberto Pereira de OliveiraJoão Henrique Vieira da Silva NetoPablo Holanda CardosoPedro Henrique Germano EvangelistaMarlane Silva de AzevedoJorge Moreira da Conceição NetoMônica Baumgardt Bay,Cotitularidade,-,Status,Pedido depositado,Nº do Pedido:BR 51 2020 000260-9,País,Brasil,https://agir.ufrn.br/vitrine/programas/1351
Andorinha: Sistema de Segurança para Serviços Distribuídos,Descrição,"Serviço para autenticação da Plataforma Nacional de Telediagnóstico em um ecossistema de sistemas distribuídos. O serviço permite a múltipla autenticação entre serviços internos, bem como a autenticação para consumidores dos dados externos.",Inventores,Ricardo Alexsandro De Medeiros ValentimJailton Carlos De PaivaEmerson Costa SilvaWalkyso Dos Santos JúniorEpitácio Bessa Da SilvaKelson Da Costa Medeiros,Cotitularidade,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte - IFRN",Status,Registro Concedido,Nº do Pedido:BR 51 2021 000848-0,País,Brasil,https://agir.ufrn.br/vitrine/programas/1856
O item não foi encontrado na área Programas de Computador...,https://agir.ufrn.br/vitrine/programas/82
Aplicativo Caurn,Descrição,"O Aplicativo CAURN é uma plataforma inteligente que tem como objetivo facilitar o acesso as informações de serviços em saúde ofertados pela Caixa Assistencial Universitária do Rio Grande do Norte, proporcionando uma maior agilidade e qualidade na assistência em saúde dos seus associados.",Inventores,Itamir De Morais Barroca FilhoEdvaldo Vasconcelos De Carvalho FilhoJoão Carlos Tenório ArgoloJean Mario Moreira De LimaClivison Cesar Celestino Da SilvaGabriele Queiroz RêgoItalo Vinicius De Freitas DiasJosias Silvestre Maia FeitosaLuan Luis Magioli BarrosLuís Eduardo De Oliveira SalesMateus Firmino BarrosThiago Vinicius Azevedo De OliveiraJosé Aguiar Do NascimentoKleber Barbosa Dos Dos SantosPablo De Souza,Cotitularidade,CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE - CAURN,Status,Pedido de registro depositado junto ao INPI,Nº do Pedido:BR 51 2023 000889-3,País,Brasil,https://agir.ufrn.br/vitrine/programas/2261
APLICATIVO NOAH,Descrição,"O Aplicativo NOAH é um app mobile, a ser utilizado por aparelhos celulares. Foi desenvolvido e testado em laboratório e em situação simulada, de forma participativa, com os usuários potenciais (agentes públicos e população). O aplicativo contém recursos de texto, de voz e de imagem, chat, dados, mapas, referência de localização espacial e tutoriais que auxiliam os agentes públicos a se comunicarem entre si e com a população em geral, e a coordenarem as ações de gerenciamento de riscos de desastres ou de proteção e defesa civil. O aplicativo funciona como uma ferramenta colaborativa, constituída das seguintes funcionalidades: fornecimento de informações de situações de riscos, emissão de alertas e alarmes, orientação das comunidades a como atuarem em situações de riscos e desastres, fornecimento de informações sobre locais seguros, para onde a população deve se dirigir, localização dos abrigos, rotas de fuga, telefones úteis etc. O objetivo do aplicativo é contribuir para a redução de riscos de desastres e a minimização das perdas materiais e das vítimas decorrentes dos desastres.",Inventores,Emerson Moura de AlencarAdemir bezerra da Silva júniorAbraão Vitor Lopes DantasAlyson Matheus de Carvalho SouzaGeraldo Fernandes da Silva JúniorAlison Hedigliranes da SilvaPitágoras José BindéRicardo José Matos de CarvalhoFrankleiton Levy de Sena Alves,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2019 001863-0,País,Brasil,https://agir.ufrn.br/vitrine/programas/1263
Aplicativo POPSNEO,Descrição,"O POPSNEO é um aplicativo desenvolvido para qualificar o ensino médico, bem como a assistência prestada pela equipe médica e multidisciplinar na UTI Neonatal da Maternidade Escola Januário Cicco. Contendo todos os protocolos operacionais padrões (POP) disponíveis na uti neonatal, categorizados por especialidade clínica, sistema de busca e notificação. Permite uma abordagem multiprofissional e interdisciplinar, além de recorrer a informação em tempo hábil pelo profissional da saúde. Patrocinando a padronização das rotinas clínicas da maternidade e mais qualidade aos cuidados aos recém-nascidos.",Inventores,Emerson Moura de AlencarJerffeson Gomes DutraEmanuel Costa BetcelFelipe da Silva AndradeMaria Zilda Gomes de Medeiros,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2021 000169-9,País,Brasil,https://agir.ufrn.br/vitrine/programas/1933
App Score Endometriose,Descrição,"Endometriose é definida como a presença de glândulas endometriais e estroma fora da cavidade uterina. Por ser um distúrbio amplamente mal compreendido em todas as suas etapas, há atraso de anos até que se confirme como diagnóstico definitivo. A falta de um sistema padronizado, que presuma diagnóstico e prognóstico, especificamente desenvolvido para pacientes de alto risco para endometriose representa um desafio para os profissionais de saúde. Dessa forma, este projeto tem o objetivo de elaborar um aplicativo móvel para avaliação diagnóstica de mulheres com sinais e sintomas sugestivos de endometriose. Para realização do projeto será utilizado o método de pesquisa-ação. Os pesquisadores após desenvolverem o aplicativo, que se enquadra na classe I dos produtos para saúde, irão submeter um projeto de ensaio clínico ao comitê de ética (CEP) para validação da aplicação móvel. Com uma pontuação considerada alta no aplicativo, significando forte suspeita de endometriose, as pacientes serão convidadas a participarem do ensaio clínico com o objetivo de confirmar o diagnóstico da doença através da realização de laparoscopia na MEJC, permitindo que a sensibilidade e especificidade do escore gerado na aplicação sejam definidas. Com o escore validado, o aplicativo permitiria a identificação das pacientes com maior risco de ter endometriose, resultando em um diagnóstico mais precoce da mesma, evitando incapacitação, diminuição da qualidade de vida e sequelas mais graves em decorrência da patologia. Além disso, esperamos que professores e alunos conheçam o poder da inteligência artificial e da tecnologia aplicadas na área de saúde e que a interação de diferentes áreas do conhecimento contribua para melhorar a pesquisa na universidade.",Inventores,Itamir De Morais Barroca FilhoAlef Emannuel Trigueiro DiasRicardo Ney Oliveira CobucciIngrid Iana Fernandes Medeiros,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2023 002180-6,País,Brasil,https://agir.ufrn.br/vitrine/programas/2314
APP TÉCNICA DIETÉTICA DINÂMICA,Descrição,"Técnica Dietética é um componente curricular básico para a formação do nutricionista, independente da área de atuação. Entretanto, um dos principais problemas enfrentados pelos alunos do curso de Nutrição, para a consolidação do conteúdo ministrado, é como reunir todos os assuntos, transpondo-os para a prática profissional, considerando as particularidades bioquímicas de cada grupo de alimentos, que determinam o valor nutritivo e, como preparar receitas e refeições equilibradas. Com base nisso, foi desenvolvido o APP Técnica Dietética Dinâmica que consiste em um banco de dados com perguntas e respostas, criado por uma equipe de docentes, discentes do Departamento de Nutrição da Universidade Federal do Rio Grande do Norte e, um profissional da área de Tecnologia da Informação, tendo como base questões de diversas bancas de concurso da área de Nutrição. O desenvolvimento do aplicativo foi financiado pelo Edital de Monitoria e Programa de Melhoria da Qualidade de Ensino – 2016 (MONITORIA E PAMQEG) - UFRN. As perguntas estão divididas por grupos de alimentos, então o aluno poderá escolher o(s) tema(s) e número de questões que deseja exercitar e, o sistema irá sortear de forma aleatória as questões dentre as salvas no banco de dados.",Inventores,Thaís Souza PassosBruna Leal Lima MacielEva Débora de Oliveira AndradeSara Sayonara da Cruz NascimentoLuciana Daniela Gurgel de MedeirosFrancismar Erik BizerraGiovanna Stefanne Lópes Barbosa,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2020 000539-0,País,Brasil,https://agir.ufrn.br/vitrine/programas/1454
AppEdu – Gerenciamento de ações educativas,Descrição,"O AppEdu é um sistema para gerenciamento de ações de educação permanente em saúde. Esta ferramenta colabora com a gestão das ações educativas voltadas para os profissionais de enfermagem e tem como objetivo cadastrar as informações relacionadas às ações planejadas, assim como calcular o custo estimado das atividades de educação, e disponibilizar ao usuário a agenda de eventos. Através de sua integração com ferramentas de gerenciamento de dados, possibilita a análise de indicadores importantes para a gestão do processo de trabalho.",Inventores,Cristiane Ferreira GalvãoHeleni Aires ClementeAntônio Higor Freire De Morais,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2023 001616-0,País,Brasil,https://agir.ufrn.br/vitrine/programas/2291
ARQUITETURA 2009,Descrição,Em construção.,Inventores,David Ricardo do Vale PereiraGleydson de Azevedo Ferreira Lima,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2019 001356-5,País,Brasil,https://agir.ufrn.br/vitrine/programas/1228
ARQUITETURA 2013,Descrição,Em construção.,Inventores,David Ricardo do Vale PereiraGalileu Batista de SousaGleydson de Azevedo Ferreira LimaJohnny Cezar Marçal dos Santos,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2019 001354-9,País,Brasil,https://agir.ufrn.br/vitrine/programas/1226
ARQUITETURA 2019,Descrição,Em construção.,Inventores,Arlindo Rodrigues da Silva NetoDavid Ricardo do Vale PereiraGalileu Batista de SousaGibeon Soares de Aquino JuniorGleydson de Azevedo Ferreira LimaHenrique André Barbosa Bittencourt DutraItamir de Morais Barroca FilhoJohnny Cezar Marçal dos SantosMário Andrade Vieira de Melo NetoRaphael Juliano de Medeiros,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2019 001308-5,País,Brasil,https://agir.ufrn.br/vitrine/programas/1218
O item não foi encontrado na área Programas de Computador...,https://agir.ufrn.br/vitrine/programas/118
Assymetry Detection Algorithm in GPU for Skin Spots Images,Descrição,Em construção.,Inventores,Matheus Cassiano de GóesSidemar Fideles CezárioThiago Soares MarquesEdgard de Faria CorrêaBruno Motta de CarvalhoHeliana Bezerra SoaresMonica Magalhães Pereira,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2018 051733-1,País,Brasil,https://agir.ufrn.br/vitrine/programas/1098
Autonomus,Descrição,"O Autonomus é uma tecnologia assistiva cujo objetivo é servir como um software (recurso) de comunicação alternativa para atender, complementar ou suplementar o processo comunicativo de pessoas sem fala ou escrita funcional ou com algum tipo de deficiência motora. O Autonomus foi desenvolvido por uma equipe multiprofissional transdisciplinar (que envolveu pesquisadores e profissionais das áreas de saúde, humanas, engenharias e tecnologias) com vistas à autonomia, independência, qualidade de vida e inclusão social de pessoas com Esclerose Lateral Amiotrófica.",Inventores,Ricardo Alexsandro De Medeiros ValentimDanilo Alves Pinto NagemDaniele Montenegro Da Silva BarrosHertz Wilton De Castro LinsFelipe Ricardo Dos Santos FernandesPaulo Augusto De Lima MedeirosGabriel Vinícius Souza Da SilvaJohn Victor Alves LuizGuilherme Pablo De Santana MacielEulália Costa RibeiroAndre Herman Freire BezerraMaria Luiza Pires De SouzaArnaldo Dos Santos Bispo JuniorLorena Karen Praxedes MarizCarolina Aires MayerFernando Lucas De Oliveira FariasLyezio Gonzaga Rosendo De LimaAndrea Gurgel De FreitasMaria De Jesus GonçalvesMohamad Sadeque Abou AliIgnacio Sánchez GendrizErnano Arrais JuniorWesley Wagner Varela SouzaLuiz Henrique Bertucci BorgesIngridy Marina Pierre BarbalhoPhilippi Sedir Grilo De MoraisAleika Lwiza Alves FonsêcaLedycnarf Januário De HolandaAna Raquel Rodrigues LindquistKelly Evangelista Rodrigues Da SilvaAnna Clara Sales Miranda Lopes,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2023 001526-1,País,Brasil,https://agir.ufrn.br/vitrine/programas/2287
Autonomus Mobile,Descrição,"O Autonomus Mobile é uma tecnologia assistiva cujo objetivo é servir como um software (recurso) de comunicação alternativa para atender, complementar ou suplementar o processo comunicativo de pessoas sem fala ou escrita funcional ou com algum tipo de deficiência motora. O Autonomus Mobile foi desenvolvido por uma equipe multiprofissional transdisciplinar (que envolveu pesquisadores e profissionais das áreas de saúde, humanas, engenharias e tecnologias) com vistas à autonomia, independência, qualidade de vida e inclusão social de pessoas com Esclerose Lateral Amiotrófica.",Inventores,Ricardo Alexsandro De Medeiros ValentimDanilo Alves Pinto NagemDaniele Montenegro Da Silva BarrosHertz Wilton De Castro LinsFelipe Ricardo Dos Santos FernandesPaulo Augusto De Lima MedeirosGabriel Vinícius Souza Da SilvaJohn Victor Alves LuizGuilherme Pablo De Santana MacielEulália Costa RibeiroAndre Herman Freire BezerraMaria Luiza Pires De SouzaArnaldo Dos Santos Bispo JuniorLorena Karen Praxedes MarizCarolina Aires MayerFernando Lucas De Oliveira FariasLyezio Gonzaga Rosendo De LimaAndrea Gurgel De FreitasMaria De Jesus GonçalvesMohamad Sadeque Abou AliIgnacio Sánchez GendrizErnano Arrais JuniorWesley Wagner Varela SouzaLuiz Henrique Bertucci BorgesIngridy Marina Pierre BarbalhoPhilippi Sedir Grilo De MoraisAleika Lwiza Alves FonsêcaLedycnarf Januário De HolandaAna Raquel Rodrigues LindquistKelly Evangelista Rodrigues Da SilvaAnna Clara Sales Miranda Lopes,Cotitularidade,-,Status,Registro Concedido,Nº do Pedido:BR 51 2023 001573-3,País,Brasil,https://agir.ufrn.br/vitrine/programas/2289
AVA MANDACARU ACADÊMICO,Descrição,Ambiente acadêmico das graduações e pós-graduações à distância da UFRN.,Inventores,Ricardo Alexsandro de Medeiros ValentimJânio Gustavo BarbosaGuilherme Fernandes de AraújoSaulo Rufino de SáEduardo Henrique Olimpio de GusmãoMaria Carmem Freire Diógenes Rêgo,Cotitularidade,BR 51 2014 001187 9,Status,Registro concedido,Nº do Pedido:BR 51 2014 001187 9,País,Brasil,https://agir.ufrn.br/vitrine/programas/765
AVA MANDACARU ESPECIALIZAÇÃO,Descrição,Ambiente acadêmico das especializações à distância da UFRN.,Inventores,Ricardo Alexsandro de Medeiros ValentimJânio Gustavo BarbosaSaulo Rufino de SáEduardo Henrique Olimpio de GusmãoJanete Lima de Castro,Cotitularidade,-,Status,Registro concedido,Nº do Pedido:BR 51 2014 001184 4,País,Brasil,https://agir.ufrn.br/vitrine/programas/759
AVA – OFFLINE,Descrição,Em construção.,Inventores,George Azevedo da SilvaGilbert Azevedo da SilvaJoão Paulo Silva de SouzaRicardo Alexandro de Medeiros ValentimRobinson Luis de Souza Alves,Cotitularidade,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte ( IFRN)",Status,Registro concedido,Nº do Pedido:BR 51 2018 000084-3,País,Brasil,https://agir.ufrn.br/vitrine/programas/948
